"id","cidade","uf","lat","lng","nome_polo","nome_fantasia","logradouro","numero","bairro","cep","complemento","conceito"
"1030","São Paulo","SP","-23.51188960","-46.47497800","SAO PAULO - JARDIM SAO CARLOS (ZONA LESTE)","CEU PARQUE SAO CARLOS","Clarear","141","Jardim São Carlos (Zona Leste)","8062590","","AA"
"1031","São Paulo","SP","-23.49708390","-46.40003080","SAO PAULO - JARDIM MIRANGAIA","CEU VILA CURUCA","Marechal Tito","3400","Jardim Mirangaia","8115000","- de 4050 ao fim - lado par","AA"
"1032","São Paulo","SP","-23.51352200","-46.38994820","SAO PAULO - CHACARA DONA OLIVIA","CEU PARQUE VAREDAS","Daniel Muller","347","Chácara Dona Olívia","8141290","","AA"
"1033","São Paulo","SP","-23.55051990","-46.63330940","SAO PAULO - JARDIM MORENO","CEU JAMBEIRO","Flores do Jambeiro","","Jardim Moreno","8430810","","AA"
"1034","São Paulo","SP","-23.59479000","-46.40570600","SAO PAULO - CIDADE TIRADENTES","CEU AGUA AZUL","dos Metalúrgicos","1262","Cidade Tiradentes","8471000","- até 1789/1790","AA"
"1035","São Paulo","SP","-23.64624430","-46.74428540","SAO PAULO - VILA DAS BELEZAS","CEU CASA BLANCA","João Damasceno","","Vila das Belezas","5841160","","AA"
"1036","São Paulo","SP","-23.64703030","-46.77904300","SAO PAULO - PIRAJUSSARA","CEU CAMPO LIMPO","Carlos Lacerda","678","Pirajussara","5789000","- até 679/680","AA"
"1051","Matriz de Camaragibe","AL","-9.09725020","-35.58766970","MATRIZ DE CAMARAGIBE - CENTRO","MATRIZ DE CAMARAGIBE","Avenida Antônio Manoel dos Santos","S/N","CENTRO","57910000","Próximo a Subestação Eletrobrás","AA"
"1052","Aripuanã","MT","-10.17509800","-59.44787750","ARIPUANA - CENTRO","prefeitura municipal de aripuanã","Pastor Alfredo Nogueira","607","CENTRO","78325000","","AA"
"1053","Montanha","ES","-18.14173420","-40.26800750","MONTANHA - CENTRO","POLO UAB DE MONTANHA","Av. Getulio Vargas","436","CENTRO","29890000","","AA"
"1055","Campo Grande","MS","-20.51969860","-54.62949940","CAMPO GRANDE - VILA IPIRANGA","POLO DE APOIO PRESENCIAL DE CAMPO GRANDE I","Senador Filinto Muller","1555","Vila Ipiranga","79074460","- de 932/933 ao fim",""
"1062","Lages","SC","-27.79167910","-50.30048630","LAGES - GETHAL","POLO DE ENSINO A DISTANCIA DA UNIVERSIDADE FEDERAL DE SANTA CATARINA - UFSC DE LAGES","Rua Independência","245","GETHAL","88520400","Proximo ao Sesi","AA"
"1065","Pontal do Paraná","PR","-25.63549050","-48.46873110","PONTAL DO PARANA - BALNEARIO ATAMI","POLO DE APOIO PRESENCIAL DE PONTAL DO PARANA ","Avenida Espanha","S/N","BALNEARIO ATAMI","83255000","","AA"
"1066","Santo Antônio do Sudoeste","PR","-26.07176760","-53.62852440","SANTO ANTONIO DO SUDOESTE - CENTRO","POLO DA FRONTEIRA - UNIVERSIDADE ABERTA DO BRASIL DE SANTO ANTONIO DO SUDOESTE","RUA PRESIDENTE VARGAS","621","CENTRO","85710000","","AA"
"1067","Mossoró","RN","-5.21768030","-37.32559070","MOSSORO - ALTO DE SAO MANOEL","POLO MOSSORO ","Raimundo Firmino de Oliveira","400","Alto de São Manoel","59628330","","AA"
"1072","Joaçaba","SC","-27.13563230","-51.57811510","JOACABA - CENTRO","POLO DE JOACABA","Rua Roberto Trompowsky","88","CENTRO","89600000","","AA"
"1075","Capim Grosso","BA","-11.31218330","-40.00176400","CAPIM GROSSO - JARDIM ARAUJO","POLO DA UNIVERSIDADE ABERTA DO BRASIL EM CAPIM GROSSO","Rua Jacobina","","JARDIM ARAUJO","44695000","Anexo à escola Francisco Machado","AA"
"1076","São José dos Campos","SP","-23.16985330","-45.89119640","SAO JOSE DOS CAMPOS - SANTANA","POLO UAB DE SAO JOSE DOS CAMPOS","Avenida Olivo Gomes","250","Santana","12211115","","AA"
"1078","Canelinha","SC","-27.22930540","-48.80956650","CANELINHA - AREIAO","POLO UAB DE CANELINHA","RUA PREFEITO SILVESTRE NUNES JUNIOR","901","AREIAO","88230000","","AA"
"1080","Esteio","RS","-29.85010460","-51.15550560","ESTEIO - PARQUE AMADOR","POLO UAB-ESTEIO","Rua Alegrete","455","Parque Amador","93280060","","AA"
"1082","Rio Real","BA","-11.54381850","-37.93607550","RIO REAL - ESTADUAL","ESCOLA MUNICIPAL DJALMA FARIA DE OLIVEIRA","Loteamento Bela Vista ","","ESTADUAL","48330000","","AA"
"1087","Ipirá","BA","-12.18806540","-39.73433800","IPIRA - SETE DE JULHO","POLO UNIVERSIDADE ABERTA DO BRASIL - UAB IPIRA-BA","RUA MANOEL OLIVEIRA  E SILVA","147","SETE DE JULHO               ","44600000","CAMPUS UNIVERSITÁRIO","AA"
"1089","Iretama","PR","-24.33892170","-52.06392450","IRETAMA - CENTRO","POLO UAB IRETAMA","Avenida Paraná","87","CENTRO","87280000","Prédio","AA"
"1090","Arapongas","PR","-23.40917410","-51.44497710","ARAPONGAS - CENTRO","POLO UAB ARAPONGAS","Rua Pavão","26","Centro","86700245","","AA"
"1091","Japorã","MS","-23.82572400","-54.54372050","JAPORA - CENTRO","TEKOHA GUARANI POLO - EXTENSAO CHAMOI PO`I - JOAQUIM MARTINS","RESERVA ALDEIA PORTO LINDO","","CENTRO","79985000","","AA"
"1123","Teodoro Sampaio","BA","-12.23862680","-38.60053280","TEODORO SAMPAIO - CENTRO","POLO TEODORO SAMPAIO","Av Presidente castelo Branco","253","CENTRO","44280000","","AA"
"1125","Sapeaçu","BA","-12.73455200","-39.22715880","SAPEACU - CENTRO","POLO SAPEACU","Rua da Vitória","","CENTRO","44530000","","AA"
"1131","Guarapuava","PR","-25.39072140","-51.46280970","GUARAPUAVA - INDUSTRIAL","POLO UAB GUARAPUAVA","Rua Vereador Osvaldo Camilo Mendes","200","Industrial","85053016","","AA"
